,pais,comentario,longitud,entropia
893,Singapore,Y suddenly cannot download?,27,3.6619328723735824
894,Canada,Profile photo is blurry even though it is sized to fit perfectly.,65,4.034486839165659
895,Australia,"Started using it in the UK April 2017, now back in Australia I've found it superb, always up to date and accurate.... great app! \n Beats any Satnav I've ever used and google maps!",180,4.481529657101787
896,Australia,Scrolling through is slow and keeps going back to home screen. Also slow when open comments up.,95,4.120790183645709
897,United States,Take back your eating habits with this great app. It will make you think about everything you eat. The results may surprise you. I found in the first few days that I was making a lot of little mistakes that were adding up against me every day. It works and you don't have to diet!,280,4.215790714476521
898,United States,"Since the latest update, my app won't even load now, I get the spinning wheel of doom. When it does load, I only get a few stories on my feed before I can't scroll anymore. Trash!",179,4.235043293625315
899,Hong Kong,,3,0.9182958340544896
900,India,Mah instagram followers are not increasing 😓😓😢😢😢plzz help meh in that and give some solution on tht because mah network is also in full speed then to its not working plz increase them ..its seeing in detail bt not in numbers ..\n  Thnk u,237,4.19857786079323
901,Canada,i can't see new posts that i saved! so far it's only one post that isn't in the saved file for some reason but everything else is fine,134,3.9087355723690806
902,Australia,"Goodness. You Developers should just stop changing things because you can. It was just fine before you broke it. Hate the new updates & sick of constantly having new updates & changes. I have nothing good to say about anything. 0 rating. \n By the way, why take away the seen? Not everyone responds to a post with a comment etc, and it's good to see who has actually seen it. Especially if you are running a business & what to check who's looked at something without having to go through all the Insights etc. \n You Developers should really stop & get off your horses for a while. Go smell the roses. We would love you much better then.",637,4.33206369456061
903,Singapore,Whenever i visit a page on the app it keeps crashing!! Please fix it asap because its so annoying ><,100,4.035688799313815
904,South Africa,Love this app. Use it every single day and it saves me a lot of time!,69,3.9266158214708944
905,Singapore,"It's an awesome app,works smoothly",34,3.9476132088337668
906,United States,This is the best app ever,25,3.349275070710713
907,United States,They latest update keeps failing to load anything into stories. Otherwise everything else is great.,99,4.041944967262996
908,United States,"Easy to use, better than Facebook",33,3.7983512260625822
909,India,The best thing ever happened to me. Thank you Instagram,55,4.068981359572222
910,Australia,A really great app that helps keep track of my food intake and calories. So far it has been one of the apps that helped me lose weight.,135,4.008944534959904
911,South Africa,My data is on but it just say connecting the whole time it needs to b fixed,75,3.898018691156219
912,South Africa,"Hi, please tell me how I can report an Instagram account that run by a fraud. The lady poses as a seller of clothes. After sending her money, she doesn't send the products. \n \n Your reports section did not have an option that I could report this account with. Please inform me how I can carry on with this matter.",315,4.2089235319433564
913,United States,The Siri issue has not been addressed whatsoever. I've stopped using Waze altogether. It's simply too annoying to remember the bugs for an app and workaround it every time. Also time estimates are always off making you feel rushed and always behind. \n \n The full voice support is too much and the simple version is too little. The Voice is also more robotic than googles. \n \n Other than watching out for cops on the road I see no use of this app until they address some of these major pain points,500,4.26600098983567
914,United States,New face filters on Instagram today. Nice Job Team!,51,4.246365421320504
915,Canada,Perfect for those who like pictures over text. Have multiple accounts. Advertise. It's all here!,96,4.251096415345363
916,Australia,The Best in the business.,25,3.363856189774724
917,United Kingdom,So awesome,10,2.9219280948873623
918,Hong Kong,（ ） ， ， ！,9,2.0588138903312014
919,India,So far so good,14,2.8962915290459286
920,South Africa,it does what it does,20,3.1841837197791887
921,United Kingdom,Since the update I've been getting 4/5 current stories then the rest of my feed is stuff from 4 days ago. Rubbish.,114,4.219990785245106
922,Australia,This app has changed so much. It's the best drivers app by far. Try it. Amazing.,80,4.256521227172132
923,Australia,I get that everyone needs to make money but when I'm 1 minute in to a 3 minute video and it's already been stopped for 2 adds???!! That's just ridiculous. Won't be long and no one will be watching videos on Facebook. You get less adds on free tv!,246,4.341714219687814
924,India,"I found Pinterest a very useful app,lots of ideas everywhere.",61,4.113801476304215
925,Singapore,Just like face book but better,30,3.62807299638851
926,Singapore,"I have been always replying whatsapp when my phone is locked. Now for some reason, I can't do that anymore. I also cannot find the function to do that in any of the whatsapp settings. Please do something about it.",213,4.197984586894007
927,Canada,It is so addicting. I would 👲ecommend this app. It is very helpful & interesting!!! #thebestappever,99,4.367965182389583
928,Canada,The app is too laggy especially when searching,46,3.8759434790609073
929,Hong Kong,Why?? Fix it as soon as possible!,33,3.813206528961766
930,Singapore,Have been using it for years and I would have to say that the changes made are attracting more users to join the community! Great app! Love the interaction and engagements too! �,178,4.118612777939174
931,India,Awesome app,11,3.0957952550009344
932,India,nyccc app,9,2.4193819456463714
933,United Kingdom,It's good for posting artsiey things and good for finding memes!,64,3.912906409257586
934,Singapore,Please set a setting to remove swipe left to camera features. Is irritating.,76,3.871659864939166
935,India,Facebook has only backdrops for battery consumption,51,4.109864862134026
936,United States,Where are the comments??? Why I can't see any comments??? Why you are not displaying them??!,92,4.071981365884264
937,Canada,Les sujets sont tous plus intéressant et diversifiés. Instructif élaboré et bien documenté. Merci beaucoup d'être là.,117,4.242352063239968
938,Hong Kong,N ， ， N ，,9,1.5304930567574824
939,India,All iphone users have mostly faced space prob. So kindly develop option for deleting data storage.,98,4.208484570621501
940,Hong Kong,I need this for work and now it doesn't work at all!,52,3.826635376020622
941,India,Need an option to switch off links loading in inbuilt browser. It's annoying.,77,4.148933781513535
942,Canada,Great GPS. Just a little power hungry,37,4.100816878908575
943,Singapore,Keeps showing old messages that I've read as new ones with the notifications. Pls fix it,88,4.066831768701278
944,United Kingdom,After this latest 'update' it keeps crashing. The camera swipe right is so annoying and unwanted - keep triggering it when scrolling through! No more nearby friends on a swipe left. Seems to crash and give up at least once an hour.,231,4.237404422321757
945,United Kingdom,Just rating 1 star because everyone is complaining so I will too FIX THE STUFF THAT ISNT FIXED FACEBOOK,103,4.676974746803872
946,Hong Kong,， ？ ， 。,7,1.8423709931771088
947,Singapore,keeps you going through dry spells,34,3.8336631211594376
948,Canada,Easy to navigate and helpful,28,3.950212064914747
949,Singapore,So far so good however is there a platform whereby we can share our ideas through pinterest and not just a separate web?,120,4.018897588134026
950,Australia,It's probably my favourite app you should definitely get it,59,4.168091939258935
951,South Africa,It's very nice ...,18,3.5304930567574826
952,Hong Kong,..,2,-0.0
953,United States,"On the newest iOS, my phone cannot load Instagram. It started to go slow, I did the update and even worse. Can't even use the app now",133,4.110573041365095
954,India,But where has the like button disappeared?,42,3.951143017707789
955,Australia,I've updated the current version. Now it says 'Cannot Refresh -No Connection'. Help.,84,4.329942905000836
956,South Africa,Please bring back the CONTACTS/FAVORITES Tab...,47,4.562478415867199
957,South Africa,Thee best app🟽,14,3.182005814760214
958,Singapore,"After the WhatsApp update, my WhatsApp chats stuck at connecting even with a working wifi. Tried to redownload but the problem still premise.",141,4.348441274637003
959,Canada,Great way to stay active and compete against friends. Definitely has you up moving around to hit your step goals which is awesome!,130,4.181543229717038
960,South Africa,"This is the best app out there currently. Easy to use, fastest route saving you loads of time!",94,4.08646512578808
961,Canada,Who doesn't love a good old IG,30,3.581076011914607
962,India,One and only best social platform to meet people,48,3.806127542695028
963,Hong Kong,Nice,4,2.0
964,Hong Kong,Keep going~,11,3.0957952550009344
965,United States,It has really helped me,23,3.4472624994412104
966,Australia,Instagram used to be a great way to share photos with friends. Now it's full of advertising (an ad every 10 pics) and sponsored posts which means my friends photos get lost in the mix and to be honest that's the only reason I use the app.,238,4.1937191986834925
967,Australia,"My account is constantly being blocked from liking pictures, writing comments, and following users due to 'inappropriate content' in my comment or in my profile.\n Which is ridiculous as I have nothing of that kind in relation to my account and the actions i take on instagram. I usually have to want a over a day before it goes back to normal but then it would happen a few days later.",386,4.247437948775073
968,United Kingdom,"The food tracking is good on the app, but the integration with Apple Health to pick up any exercise is a bit hit-and-miss, some workouts being added to MyFitnessPal twice, while others don't get added at all.\n I've ended up just using it as a food/calorie/macro feed into Apple Health.",286,4.4057178238312265
969,Singapore,I've gotten used to the ads. Fine. But can we bring back the individual likes? I hate how you've clumped them all together. \n \n Not loving the ads at all! And how I'm constantly being asked to rate it.,203,4.312733522859863
970,Australia,Current version keeps on crashing. What's wrong?,48,4.1373803454010725
971,India,"Facebook updates are very frequent,\n Guess they should paln their release less frequently",90,4.1197709540435685
972,Singapore,"I find that when there features are newly introduced in a WhatsApp update, they usually don't work.",99,4.178521874286922
973,United States,"Bring back the correct order of when people post, please. Everyone hates the way you've turned Instagram to latergram by putting posts at the top of someone's feed from a week or more ago. Big mistake by you guys. Bring back the original Instagram please.",255,4.271767638465124
974,Australia,"My newsfeed is full of ads!! Ridiculous, it's bad enough Facebook decides to show me specific posts from specific friends (instead of all my friends posts) now my feed is FULL OF ADS. Makes me not want to get on Facebook.",221,4.421499735431202
975,Hong Kong,Can I have the 'Favorites' tap back and 'recall' feature?,57,4.099662162945949
976,South Africa,Can't drive without Waze on any given day.,42,4.013361542757484
977,United Kingdom,Whatsapp has got progressively worse with each update. The storage structure of the software is poor. It's states you have more usage than you actually do so clogs up your phone.,178,4.098006015990251
978,Canada,Why would u get rid of zooming in the chat when sending pics to your friends u didn't even warn us u said It was a bug fix please just fix,138,4.167892806339393
979,Australia,"First you take away the button to see who's online. Then you bring it back 2 weeks ago. Now it's gone again. WHY. Keep it there. Plus tooooooo many useless updates, using up all of my storage",191,4.284368532351206
980,Singapore,"Updated so many times, but still do not have the new filter function. All my friends have it already! :(",104,4.246666152910789
981,Hong Kong,"Merecedor de 4 estrelas, só não ganha 5 por causa das propagandas inúteis.",74,4.057880772290551
982,Canada,"Super unstable and always crashes, I've had this problem for months. Just please someone fix this",97,4.292161081544347
983,United States,Great way to share experiences with friends and family!,55,4.044527214700469
984,Hong Kong,Failed to load news feed. Only a little dot shown on the screen. Please fix,75,3.9139409066628024
985,Australia,I cant access the market place icon on this app :/ what's going on ?,68,3.9711933141483646
986,Australia,"Used to be great, but since changing to a non-chronological format and an ad every 4 or posts, it's gone to the dogs. \n I would happily pay for a premium version that meant no ads and chronological. Lift your game Instagram or I'm off to jump on the Ello train!",262,4.292738476831077
987,United Kingdom,Instagram is a lovely way to talk to your friends and is safe and amazeballs,76,3.965089589743134
988,South Africa,Best app and m loving it like poetry,36,3.8735073774685036
989,Canada,"Helps in counting nutritional facts and logs ur workout, water intake gives a comprehensive summary for ur daily goals aiding ur journey to ur personal targets! I've already shared this app with friends and loved ones after seeing it make a huge impact on my own routine along with others within my circle of trust... download this and watch how much easier it is to make ur life simpler!",388,4.2274845678632476
990,United Kingdom,"MyFitnessPal, is now a practised part of my day. I've lost nearly 2 stone since January, I'm not rushing. This app has helped enormously and helping to teach me all I need to able to maintain my weight loss once at target.",222,4.270110529843141
991,Australia,"Anyone can do it, but maybe not everyone should.",48,3.9945729918120447
992,Canada,Links are constantly reloading. Can't read anything. Very frustrating.,70,4.133703238777667
993,United States,ads ads ads ads ads.....and more ads,36,2.894031685000725
994,South Africa,App works great and easy to use.,32,3.819548827786958
995,Hong Kong,"Can't see many post after update, many post is blank even sponsored post.",73,3.997069423546938
996,United Kingdom,No fr. Really?,14,3.521640636343319
997,United States,I can't comment on my live or anyone else's !! Please fix,57,3.9322861064015107
998,Australia,This app actually makes better drivers simply because anyone who uses this app instantaneously becomes more aware of not only their own driving but others as well.,163,4.163761775205321
999,Australia,Every second post in my feed is an advert. DONT UPDATE!!\n \n And stop telling me to follow people- if I wanted to I already would!!\n \n Your app is on the slide,162,4.423078555541087
1000,United States,It's great gives me best ideas,30,3.5077516472406156
1001,United Kingdom,Very useful apps for Facebook.,30,3.923231428797621
1002,Australia,Please add language Arabic\n Too Facebook\n Please add language arabica\n Please add language Arabic\n Too Facebook\n Please add language arabica\n Please add language Arabic\n Too Facebook\n Please add language arabica\n Please add language Arabic\n Too Facebook\n Please add language arabica,293,3.92867166577268
1003,Australia,An incredible app to help measure your intake,45,4.004393163673064
1004,Australia,Great but...when I click onto saved posts it doesn't let me make a collection/album. Also...the irrelevant ads are showing up on my feed all the time....,153,4.251277061733774
1005,Australia,"I woke up this morning and scrolled through Insta and suddenly there are ads every 5 posts I scroll through! What is going on!? If it keeps up like this I'm going to delete the app, it's not worth it.",200,4.2331743850406145
1006,United Kingdom,it's so easy and fun to use. really helped me with my instagram. Awesome just all I have to say go more likes,109,4.109018417216531
1007,Canada,"Everything went fine till I loaded last version 2.17.21, it dies not connect to the WhatsApp system and it says that I don't have internet connection.\n Way to go Facebook, you have to put your stinky nose at this fine working app, bleeeeh Facebook",248,4.339129113070956
1008,Hong Kong,"My Instagram version is up to date but I found out I can't really unblock users cause their Instagram accounts showing user not found, is there any way to solve this problem?",174,4.23334853239439
1009,United Kingdom,"This and the Fitbit blaze have changed my days completely, can't recommend it enough!",85,4.2548199383396685
1010,Singapore,"The sensor to show the clock sometimes doesn't work effectively when i turn my wrist. Furthermore, whenever I have to see the time i NEED to flick my wrist every time just to see the time. It doesn't allow me to see the time at different angles without having me to flick my wrist. I find this really annoying. Even if i do flick my wrist, in only works 90% of the time.",370,4.216562243956679
1011,Australia,"I like being able to interact with people all over the world with a single touch. I use it to keep people informed about any events I run and to keep up to date with readings on healings, yoga, sound... articles relating to my work as a teaching yoga therapist are always of interest. Sadha Siva to all...",305,4.174818010817419
1012,Hong Kong,， ， ！,5,1.5219280948873621
1013,Singapore,"As we all know, Samsung has this option to instantly reply WhatsApp without opening the app itself. Apple should do that too as it can get quite inconvenient to open and close multiple times when there is a message.",215,4.099905621735233
1014,Australia,"I love this app and I spend hours on it and one thing I liked was the 'like' button, I preferred having the like tab than a like board. The reason I 'like' things is because they aren't fit for a board so they fit in the like section...",236,4.13609103555216
1015,Singapore,"Please check on the function. I can't upload my IG story. Once I press upload, the app crush. Kindly please take a look at it. On and off I will have this issue.",161,4.272470425850884
1016,Canada,Fix the problem with signing in on 2 accounts!! Let alone now we need Facebook in order to sign in? Horrible almost ready to delete this app for good,149,4.171656857238873
1017,United Kingdom,Use it regularly,16,3.5
1018,United Kingdom,Won't let me comment on people's photos and keeps saying error tap to try again,79,3.893168130220473
1019,Canada,I find the app works great and is such a wonderful way to connect with like minded people!,90,4.127194394234295
1020,Canada,"Best driver companion, with one very annoying bug, when start app in landscape mode it stays in portrait until I remove the phone from the holder, twist to portrait then back to landscape again.",194,4.1571324103035625
1021,United Kingdom,"ads, ads, ads.",14,2.502736171594004
1022,Canada,"I don't like the new update that you can't see the description or who it is from, do not like the circle things. I wish they would not change something that was working well.",174,4.100628696498968
1023,Hong Kong,"If multiple photos are posted at the same time, all are blurred with no reason!!",80,3.9864027847313404
1024,United Kingdom,"Can't see who has posted pins now so I can't tell if it's content my friends have posted or advertising. Also stop forcing me to install your app when using a browser. Seriously fed up with the changes you've made, now unusable",227,4.262644480552704
1025,United Kingdom,Have logged food diary for two weeks and have lost 5lbs - after months of no luck! Would recommend!,99,4.239494586884299
1026,United States,Love this app that syncs with my mom's old flex. Perfect for the newcomer and I LOVE the sleep feature! Think I'm sold and will definitely be a repeat client.,158,4.370705039519279
1027,Canada,Love my new Fitbit Alta and the app!! So helpful and wonderful!!,64,4.219874206469727
1028,Singapore,"When you select multiple photos, the photo size is automatically square. Is there a way to retain the full size photo when selecting multiple photos?",149,4.087190519099798
1029,United Kingdom,"Lovepretty cool Functional, cool and easy to use! Really works and helps small businesses to get more likes, and internet traffic! this This is the best app which increases the number of free instagram followers with some decent ways to achieve ….",247,4.254501718116988
1030,South Africa,Brilliant app. I use it instead of Google Maps now.,51,4.043824361070288
1031,Hong Kong,！ ！\n  ？,8,2.1556390622295662
1032,United States,"I swear to God, please bring the Likes button back!",51,4.198728959695585
1033,India,The Instagram is one of a kind. It is truly an aspiring app. But for a few days my news feed isn't updating as in it is not supporting my network . Please see to it that this bug is fixed . Apart from this love using your app,225,4.159361815178393
1034,Canada,Avoided many tickets using this app.,36,4.083274571476652
1035,India,Posts are not opening. Uninstalled and reinstalled the app but problem continues. Please fix it.,96,4.0749106479201584
1036,India,Excellent feature to group multiple pics and swipe right on a msg to reply !!!,78,4.128827419767491
1037,Hong Kong,�,1,-0.0
1038,Canada,"Charge HR, iPhone 7 with latest iOS and app version. Device correctly synced to the app, but whenever I attempt to track exercise with the app, it freezes up.",158,4.329713013759262
1039,Hong Kong,Caption and comments Unable to post in current version all tags were gone,73,3.9595505869557055
1040,South Africa,I love using instagram as my personal blog. What you see on my page reflects my life �,86,4.100795431850078
1041,India,Love this app. Provide lot of data in a categorical way.,56,4.035296111702657
1042,Hong Kong,post ，post ，,12,2.584962500721156
1043,United Kingdom,Why can't you click onto profile pictures?,42,4.08232813685843
1044,Hong Kong,,3,0.9182958340544896
1045,Hong Kong,"Can't @ my friends on others post & why the post is not link up to Facebook page after transfer to business account? \n Pls fix these problems ASAP.\n \n Post many photos in one post, can't review the photos size.",213,4.327799608457049
1046,Hong Kong,Pls fix it asap..too bad,24,3.6368421881310122
1047,Hong Kong,！,1,-0.0
1048,Singapore,"As per title, after the latest update, couldnt sync my fitbit device and was constantly shown that my fitbit device battery is empty despite full charge and using it everyday.",175,4.143253716672014
1049,Singapore,RM600；700）,10,2.5219280948873624
1050,Australia,The latest updates removing the ability to see who pinned something to your feed are garbage. No app has ever been improved by removing functionality.,150,4.1765069834764
1051,Canada,"It's a good app, I can get lots of stolen memes on it, but too many repetitive ads for bad mobile games.",104,4.036382657591347
1052,Canada,This is an awesome app,22,3.3908054820769817
1053,Australia,Had to delete and reinstall app several times as it crashes and doesn't always show who is online.,98,3.8925912717615514
1054,Canada,I can't view my online friends on messenger by swiping left from the original Facebook app. Terrible update losing tabs and functions.,134,4.292254349092677
1055,United Kingdom,"Recently I've been struggling to see pictures on this app. \n I love the app, it helps me a lot, work wise etc. But without the pictures it's no use to me.\n \n Edited: I still don't get pictures. Getting disappointed now.",222,4.23774366302634
1056,United Kingdom,Just updated Facebook but keeps crashing sporadically...never had an issue before. On iOS 10.2.3.,97,4.471383612593291
1057,India,Unable to search messages :(,28,3.7803946541231945
1058,United Kingdom,I don't like new update �,25,3.7492750707107123
1059,South Africa,Best best,9,2.5032583347756456
1060,United States,I love this app. My only suggestion is that the next up date includes Apple Watch compatibility. It would be nice to be notified on the watch as well as the phone,162,4.1231257904913585
1061,United States,Hate this app,13,3.085055102756477
1062,Singapore,Please fix...,13,3.180832987205441
1063,Hong Kong,instagram app ？ �,17,3.41041725276052
1064,United States,Where did the heart option go?!?!?!?!?! �,41,3.7235588714548897
1065,Australia,Ever since the update my news feed has been stuck. The same two posts with the refresh and scrolling features not working. Please fix,133,4.197362974913404
1066,Australia,"I accidentally deleted this app but when i reinstalled it and logged in, Instagram had unfollowed a bunch of people that i know. I had to explain that I did not intentionally follow them. This situation has cause many misunderstanding. Thanks Instagram.",253,4.210510577282534
1067,United Kingdom,"Cannot upload more than one photo at a time to an album. When multiple are selected, the app just freezes.",106,4.00664441244011
1068,South Africa,Best navigation app by far,26,3.7773627950641693
1069,Australia,Videos on Facebook continue in a loop and don't stop unless you force close it???\n \n Running iOS 10.3.1,105,4.288088464951703
1070,United States,Love love love,14,2.502736171594004
1071,Singapore,The notifications haven't been refreshing for a few days now,60,3.9617216876024375
1072,United Kingdom,There are no words to describe. Just say waze has given me the freedom to drive again without the stress of traffic....,119,4.074542471993026
1073,Canada,Great social media app...,25,3.7034651896016464
1074,India,Fast fast application install problem,37,3.7533911229011876
1075,United States,"Kind of amazing how intuitive this app an be. Keeping a star only because of occasional bad instructions (that don't cause loss of time or get me lost or anything, just confusing like in 1 mile exit to Cool St. but I'm already on Cool St. Even more rarely it takes me around traffic that actually would have been faster to stay in. Minor issues. Great app overall:)",365,4.352919857158791
1076,South Africa,Anti-Traffic App.\n Reliable,28,4.066108939837481
1077,United Kingdom,Does exactly what it's supposed to and does it well,51,3.8758977156424446
1078,Canada,Message bubble at top is gone so I don't see when I have messages from people any longer!  Please fix asap!,107,4.060792166826171
1079,United Kingdom,Again and again!! Why??,23,3.4144413036949723
1080,Australia,"The camera app is very irritating, does anyone actually use it? \nGetting to most recent is a pain and should be easily accessible. \nEditing or deleting a comment is now a challenge.",183,4.167437181063731
1081,United Kingdom,It's the best app ever and whoever doesn't have it I would definitely recommend it to them because it keeps you in touch with all your family and friends. It is the best texting app ever.,187,4.185805959695592
1082,Canada,"New update is horrible.  Doesn't have the messenger icon???  Stop updating, you keep making it worse",100,4.311110446970546
1083,Hong Kong,"Sometimes I create new post, I wrote everything and already posted, but the post didn't show up the words! Is nothing in my post",128,4.144054685861344
1084,Singapore,best messaging service EVER!!!,30,3.856564762130954
1085,Australia,Sick to death of it forever changing. If it ain't broke. Don't fix it.,70,4.025240328008282
1086,Australia,Hopeless,8,2.5
1087,United Kingdom,Would be great if you could move your images on your profile around so they are seen in another order instead of only according to date posted. With people able to press a button to view in date order instead maybe.,215,4.036923849670826
1088,Singapore,Good apps,9,2.725480556997868
1089,Singapore,App is good. But if we have Touch ID lock it will be very useful and more secure.,81,4.303173314531294
1090,India,Not getting any kind of notifications badge in the app icon for any kind of update . I have to open the app to see how many notifications are there.\n\niPhone 7\niOS 10.3.2,172,4.240803503884425
1091,United Kingdom,Fantastic app .proud I have it. It had saved me lots of money from buying sat Nav. So accurate.still loving it.,111,4.265526913605754
1092,South Africa,"Love using your app. It's a well rounded app. One suggestion thou, being able to assign custom profile pictures to contacts. People put crap up and I just want a face to remember who it is. Not some pictures of their dog?keep up the good work �",244,4.29096532920734
1093,India,When useing it was just getting closed,38,3.780179157895761
1094,Singapore,"I'm always happy with whatsapp till this auto optimising of chat and thereafter it deleted all my previous chat, photos and videos. Leaving me with only the current month memories. Pls assist to solve this.",206,4.187318388641674
1095,Hong Kong,"Really need to put some work into this. The button is so close to clear message button, with no confirmation whatsoever. I've recently quit a group twice. Make it a button on the top right corner after entering group info or whatever to avoid disaster please! URGENT!",267,4.312219231105368
1096,Australia,"Generally pretty pleased BUT there is a missing link with some ingredients such as himalayan salt - there are a number of trace minerals & elements found in himalayan salt such as potassium etc but only lists sodium in the breakdown! Many scanned ingredients i've added doesn't list main ingredients that are fairly obvious ones! Also, it would be great to have all ingredients, minerals etc generate through to iPhone Health Data like iodine and the many that don't get picked up.\n\nOverall .... it's a good tool to support specific dietary consumption!",555,4.307877383316334
1097,Hong Kong,�,1,-0.0
1098,India,The regular updates make the the app very smooth and fast.,58,3.957035419463246
1099,Australia,"But it's as simple as, there are streets right in the Adelaide CBD that don't exist in Waze. But do exist in google maps.",121,4.082266917870999
1100,Singapore,"Minor improvements to perfection so work on it instagram , you're getting there.",80,4.022487507659844
1101,United States,I'm not really liking the current version as much as I have some of the older ones.,83,4.057234654901804
1102,United States,"I RARELY leave reviews, but lately Instagram has sucked. First, bring back posts in real time. I miss out on a lot of posts from users I follow simply because Instagram has decided to filter posts based on what they think I want to see or posts that have the most likes. I don't care! I want to see the posts of people I follow as they happen and not 10 hours later ... Secondly, what the heck happened to being able to upload a video?! I can't upload a video without my screen going blank and then the app crashes. Fix this!! Really frustrating and seems like Instagram is becoming more and more like Facebook everyday. No thanks.",631,4.37661051542539
1103,Canada,"I find that this app has very poor shortcut and guidance routes in rush hour. i think its algorithm tries to avoid straightforward routes to avoid backups however not only are its route congested, they are also slower than google maps directions. for over a month i logged my usage with waze vs google maps and in the end i give the nod to the latter as its routes are more straight forward and also overall faster. This app was a total torture in the month that i used it, never got stuck in such bad congestion before. For example in toronto Don Valley Parkway (freeway) gets very congested during rush hour and instead this app recommends taking more city streets, however this ends up being even worst as the city is always backed up due to redlights, heavy pedestrian presence and public transport. it's much better sticking with google maps (online with traffic) less complicated directions. The only",906,4.234835582537695
1104,Australia,Why was messsenger removed from the Facebook app.\n\nDon't change something that isn't broken.,94,4.311141682830597
1105,South Africa,"Really like it, although sometimes subscribed things disappear",62,4.164910875394174
1106,Canada,SUPPORT IT,10,2.9219280948873623
1107,India,Good one app,12,2.8553885422075336
1108,Hong Kong,Great App\nEvery use\nHobbies galore\n\nNeed more vintage leather,65,4.23325121668172
1109,Australia,"So many versions are released, cant you guys fix bugs in one go and release a stable version.",93,3.9872118643544083
1110,Australia,I love my app for Facebook on my iPhone.,40,3.9653115322251016
1111,United Kingdom,Makes photo's both old and new look great! Fab for sharing- I think we all prefer to share our lives in pictures!,113,4.219146331712118
1112,Australia,My Alta HR won't sync,21,3.725650756112093
1113,Canada,Although there's a few features that aren't on all devices this app is perfect. Has helped so much,98,4.071492403462793
1114,South Africa,"This version is terrible. I can't even record a voice note, I'm not recommending this app to ANYONE. Fix it.",108,4.310970769816495
1115,South Africa,"Can you please add a feature where you delete the statuses from your iPhone, cause they take up a lot of space when they get save on your phone. Please fix .",157,4.0321013194172775
1116,Singapore,Nice,4,2.0
1117,India,nice then every thing new story mode rocks,42,3.7869383283687466
1118,United Kingdom,Worse service of update,23,3.708132064658602
1119,Canada,We lovethe premise but the new updates make it crash every time we try to post videos \nThat a side we love the mass communication ability \nWish I could stop myself from being tagged though,190,4.215323593513694
1120,South Africa,Best traffic app with up to date info,37,3.7424080970480333
1121,Hong Kong,What's wrong with the photos displaying sequence AGAIN? The same photo keep sitting on the top of my feed.,106,4.302055560880932
1122,India,Best app to connect someone,27,3.2915625020032113
1123,Hong Kong,iphone   ？,10,2.8464393446710154
1124,Canada,"It keeps track of everything in one place, you can even sync it with other apps.",80,4.057280795332157
1125,United States,Love this app,13,3.3927474104487847
1126,United Kingdom,Yep,3,1.584962500721156
1127,India,Unable to login through my Facebook account from yesterday,58,4.1567562630058985
1128,Canada,It would be wonderful if there was something in a new update where one of your friends posted in 10 different buy and sell groups if they could be merged into one notification instead of 10. Would be greatly appreciated!,220,4.17718030380679
1129,United States,Love the app,12,3.084962500721156
1130,Hong Kong,,3,0.9182958340544896
1131,India,"not working properly, hangs s lot",33,3.8589572866686432
1132,Canada,"I like the app and everything works good. But certain interfaces are good, some aren't. Why does it keep changing?",114,4.268713436108108
1133,Australia,It is a fabulous way to keep on track. Very user friendly.,58,4.109052964260944
1134,India,Latest updates have made the app really laggy and even makes there app hang sometimes. Especially the new grouped videos feature. Please fix this asap devs.,156,4.1195053082998
1135,Hong Kong,after panning right in the feed page!  friend request shown BUT fail to pan right and go back,93,4.074496145039399
1136,Hong Kong,I am not here for seeing all those ads which appears after 3-4 posts non stop. This makes me want to quite ig.,110,4.11689248669055
1137,United States,"I love Pinterest, it has pins for any topic you can think of.",61,4.033642675056468
1138,Australia,All good,8,2.5
1139,United Kingdom,Hardly use Facebook. 50% of my battery. That's background even when refresh is turned off! Awful app. Now sticking to browser app as I can use messages without having to install yet another app!,194,4.481119671554578
1140,United Kingdom,I love this app but the updates make it worse -EVERYTIME please bring back the like shortcut,92,4.338422624785288
1141,United Kingdom,This App is awesome and much better than other available navigation Apps. Also it's a good fun to update events and editing maps. Nothing better than this for free navigation with fast events update.,199,4.143527212214513
1142,Canada,"Great app, it gives me all I want!",34,3.8180140336406283
1143,Canada,I love Facebook and I hope it's keeps on getting better,55,3.941478815344464
1144,United States,The information highway! Things I can wrap my life around,57,4.168538760820563
1145,Singapore,I dont have the face icon for face filters on my iphone7. My ios is the most updated. Ive reinstalled instagram and it's the same.,130,4.124826777034864
1146,Singapore,"hi, i love using insta however today my ig KEEPS crashing! please fix this!!",76,4.338724424028782
1147,Australia,? ADORE THIS APP?,17,3.4548223999466066
1148,Australia,"Videos keep freezing. I think it's the new mid-play ads? \n\nRegardless, my whole phone freezes for a few minutes each time. If you're going to try to monetise your video feed, at least have a system which can support it. Videos take ages to load as it is, then you try to add more?",282,4.288754473091405
1149,United Kingdom,"This has helped in so many ways, showing how many calories I need to help me lose weight to easily being able keep track of what I was eating",141,4.051019763452391
1150,United States,It keep force closing,21,3.7489948035250964
1151,Australia,I love the memes and stuff u can put on from 1000 walpapers amazing keep it up �,80,4.155961616848904
1152,Australia,"Yes, I really love it.\nGood for traffic & cops.",48,4.196854365656767
1153,Hong Kong,reactions  。,12,3.4182958340544896
1154,Hong Kong,！！！\n ！\n tick ， ，  。,21,2.9870900416203345
1155,Hong Kong,,3,0.9182958340544896
